# values, errors, pulls
5.139827299512334093e+02,2.962234801947589702e+00,3.768386012329423274e-01,1.126638936151940662e+00,1.007969066405096870e+00,6.056862919128598310e-01,3.232158078135492496e-01,-5.035969731989355935e+00,4.146693138549622404e+00,2.267080087006243616e+01,3.667484513156955839e-02,4.154706371321681413e-02,1.865602784464897579e-01,6.183025660563924220e+00,5.876906020825823501e-02,3.136844153566559906e-02,6.009394001917252481e+00,1.522939272567721103e+00,6.167726509255383460e-01,-1.226251947568988809e+00,1.945215546541451346e+00,8.335550277436993838e-01,-7.673971151799365009e-02,8.858038344588851920e-02,7.529983369918217262e-01,-8.417171354434834774e-01,1.091358805457184333e+00
5.229455032812537638e+02,3.035467057715840689e+00,3.194684399651743778e-01,1.116206217745945750e+00,1.000003868364673032e+00,6.595248819599043300e-01,3.029718459856167723e-01,-2.270197993552174609e-01,2.477037325279173530e+00,2.286680505569600541e+01,2.988552339869246163e-02,2.810112768771977354e-02,1.330636155808820331e-01,2.499209579504103607e-01,4.663111008857041134e-02,2.677250499686148477e-02,1.357117083924529899e+00,5.655256236817405302e-01,1.003441592534071836e+00,9.455968069178662949e-01,8.344089689530974630e-01,1.090272040459908665e+00,-1.930405547005704214e+00,1.266201379784837711e+00,1.261152993657007060e-01,-1.836687308438336996e-01,-1.340810682943459342e-02
4.909654569916343689e+02,3.003248000619468172e+00,2.972576857418711693e-01,1.169104790868145560e+00,1.000698210726803872e+00,6.129427573400983986e-01,3.575920658701867705e-01,-4.326903477133764442e-01,2.596698588671559449e+00,2.215695531984144395e+01,2.925246213372666160e-02,2.605330096608937662e-02,1.662053251423922795e-01,5.936253772593396150e+00,4.747936644871708634e-02,3.083366004543934905e-02,1.398487822018602778e+00,5.892401924715915396e-01,-4.077520073471124773e-01,-1.353527637912826653e-01,4.748261107629139083e-02,1.191141815840927931e+00,-8.115462708189689900e-02,2.624772032015462164e-01,1.880952254177728378e+00,-3.253017392117200646e-01,1.902087414389710962e-01
5.350013380668121954e+02,3.004726341198915129e+00,3.145160242648508131e-01,7.377608605676100328e-01,3.053591598026040632e+00,5.833288841482384690e-01,3.047689359111057095e-01,1.392339715456459182e+00,1.792978528185126486e+00,2.313011978741542407e+01,6.324885559540247004e-02,6.131395147190676909e-02,3.821251087517702483e-01,2.916352616221514538e+00,4.593469508014081520e-02,2.796139051940445958e-02,3.719471118638690288e-01,2.582790458801946798e-01,1.513236351065316621e+00,-3.922697090242902723e-02,3.016510408480260197e-01,-6.107157372367079118e-01,5.387342111450553750e-01,-3.733914385780823242e-01,1.850234309465962346e-01,3.683586990459610799e+00,-2.677884389397888754e+00
5.330000002391526550e+02,3.073695438467181518e+00,2.209528177998671961e-01,4.861659813493690585e-01,9.999999877530298065e+00,5.206811748887690827e-01,2.794353896449959795e-01,-1.160757304837000264e-01,2.483383986521430664e+00,2.308679234343912867e+01,3.177855783910282089e-02,3.113289175856359670e-02,9.034220030997630602e-02,8.977239235820238861e+00,4.098110512247670617e-02,2.885787844012476649e-02,9.138198845255983693e-01,3.991789387731872196e-01,1.429388706245746210e+00,2.092229502258958096e+00,-2.411205157783937292e+00,-5.368085956089801769e+00,9.487936081327943416e-01,-1.947222528470116343e+00,-6.985972270969454945e-01,-1.513601376831398559e-01,-3.096272410184804699e-03
5.099395005006942938e+02,3.042221399456642494e+00,2.787703844874009906e-01,5.230327509105542338e-01,8.106117140416579048e+00,6.137919381377641148e-01,2.955202921930834004e-01,1.723504568693733141e+00,1.735821771522441992e+00,2.258050225163407276e+01,5.166426905613505371e-02,3.965985153126205809e-02,2.055849445432325617e-01,5.271286983055137654e+00,4.662195516876184442e-02,2.752652057882997577e-02,3.181813246090846037e-01,2.255402499356988777e-01,4.401806651565957074e-01,6.777217190788208390e-01,-4.349542883146252925e-01,-2.179624233479896755e+00,1.256555465449635589e+00,2.855185301586274926e-01,-1.480438218994724331e-01,5.346839251889498712e+00,-3.320020182416752341e+00
4.930767193768190282e+02,3.035026223559285974e+00,2.908083435640345105e-01,1.254588834529630770e+00,1.000032012015153127e+00,6.683395821077958709e-01,2.801967195503513031e-01,-1.886091063667115098e+00,2.961823029079246439e+00,2.220705670121438402e+01,2.551769323027043915e-02,2.349528106390008642e-02,1.498246534888809656e-01,8.316464905580543965e-01,4.878805471882516342e-02,2.690938813410091029e-02,2.680388438752470570e+00,8.659077056747805923e-01,-3.117603884355541477e-01,1.090177748093542398e+00,-2.218429907960872693e-01,1.891932668311244514e+00,-5.800789943407994587e-01,1.390895301606567935e+00,-7.208898194245288993e-01,-7.119607028341730093e-01,5.511015466147086705e-01
5.060141028665773888e+02,2.962028178683344670e+00,2.991674409884994557e-01,1.021436285307149472e+00,1.000007013270019840e+00,5.942145041978789122e-01,3.338383228691099158e-01,4.705434521495115985e-01,2.288511016816765498e+00,2.249506517428605434e+01,3.879850390883680250e-02,3.316088289275453960e-02,1.703440824924762897e-01,9.808304906320166605e-01,5.007248973697757399e-02,3.109047554650234968e-02,8.210091677956899980e-01,3.999885503510780538e-01,2.673520978926554048e-01,-1.164457878060941587e+00,9.489596564216448704e-02,2.953176094847131394e-01,-4.918746544310951263e-01,-1.251386112392884054e-01,1.101395162474262834e+00,5.460393095213126324e-01,-4.902863751159542982e-01
5.000001599353910819e+02,2.956873777332761577e+00,3.150591291762268042e-01,1.086005248621845221e+00,1.213229746119395935e+00,5.440683981550060722e-01,2.953704703446628499e-01,-1.765471128976551007e+00,3.166250460524651089e+00,2.236068154977098743e+01,5.123560650324289478e-02,4.402727767677816484e-02,6.236529055900068563e-01,4.966853106256334804e+00,5.513661124327861457e-02,3.158502268008389624e-02,2.261291124929399654e+00,7.831190066181297205e-01,7.152527561646821514e-06,-9.823954144276701994e-01,4.324256051248823729e-01,1.841963206081169979e-01,-5.420392349566583584e-02,-1.023133388102966057e+00,-1.337644490965993471e-01,-7.905710513448599430e-01,8.704047552261132692e-01
5.259627185911880360e+02,2.978078853142267945e+00,3.133704343793650704e-01,1.042115852921746688e+00,1.000024758749077369e+00,6.512625009973767032e-01,2.909337134789341528e-01,1.055201013289519318e+00,2.139411933881547156e+00,2.293305908183663178e+01,3.704624813538742734e-02,3.343403383841891952e-02,1.482366606826696631e-01,7.051167421058385232e-01,4.591569741912849417e-02,2.675742086760107483e-02,6.115205977848018337e-01,3.558844949318464845e-01,1.132108825889300840e+00,-7.862752786260077675e-01,5.189271350974009600e-01,4.788638284162384240e-01,-6.841816175223285335e-01,1.105983309127808178e+00,-3.237124410118932816e-01,1.689167697663291889e+00,-9.700001666013651214e-01
